Phase,State,Time Period,Time Period Label,Value
2,Florida,13,Aug 19 - Aug 31,27.8
2,Georgia,13,Aug 19 - Aug 31,26.8
2,Hawaii,13,Aug 19 - Aug 31,22.8
2,Idaho,13,Aug 19 - Aug 31,22.8
2,Illinois,13,Aug 19 - Aug 31,23.5
2,Indiana,13,Aug 19 - Aug 31,25.4
2,Iowa,13,Aug 19 - Aug 31,20
2,Kansas,13,Aug 19 - Aug 31,24.3
2,Kentucky,13,Aug 19 - Aug 31,27.9
2,Louisiana,13,Aug 19 - Aug 31,26.9
2,Maine,13,Aug 19 - Aug 31,23.8
2,Maryland,13,Aug 19 - Aug 31,21.3
2,Massachusetts,13,Aug 19 - Aug 31,22.3
2,Michigan,13,Aug 19 - Aug 31,24.1
2,Minnesota,13,Aug 19 - Aug 31,18.3
2,Mississippi,13,Aug 19 - Aug 31,23.6
2,Missouri,13,Aug 19 - Aug 31,23.7
2,Montana,13,Aug 19 - Aug 31,18.6
2,Nebraska,13,Aug 19 - Aug 31,20.9
2,Nevada,13,Aug 19 - Aug 31,26.9
2,New Hampshire,13,Aug 19 - Aug 31,19.8
2,New Jersey,13,Aug 19 - Aug 31,24.7
2,New Mexico,13,Aug 19 - Aug 31,27.8
2,New York,13,Aug 19 - Aug 31,22.5
2,North Carolina,13,Aug 19 - Aug 31,20.5
2,North Dakota,13,Aug 19 - Aug 31,17.8
2,Ohio,13,Aug 19 - Aug 31,24.9
2,Oklahoma,13,Aug 19 - Aug 31,25.9
2,Oregon,13,Aug 19 - Aug 31,26.1
2,Pennsylvania,13,Aug 19 - Aug 31,23.8
2,Rhode Island,13,Aug 19 - Aug 31,19.2
2,South Carolina,13,Aug 19 - Aug 31,20.4
2,South Dakota,13,Aug 19 - Aug 31,15.2
2,Tennessee,13,Aug 19 - Aug 31,28.3
2,Texas,13,Aug 19 - Aug 31,25.7
2,Utah,13,Aug 19 - Aug 31,22.7
2,Vermont,13,Aug 19 - Aug 31,19.5
2,Virginia,13,Aug 19 - Aug 31,25.1
2,Washington,13,Aug 19 - Aug 31,23.6
2,West Virginia,13,Aug 19 - Aug 31,25.2
2,Wisconsin,13,Aug 19 - Aug 31,20.2
2,Wyoming,13,Aug 19 - Aug 31,21.9
2,Alabama,14,Sep 2 - Sep 14,25.2
2,Alaska,14,Sep 2 - Sep 14,23.6
2,Arizona,14,Sep 2 - Sep 14,26.5
2,Arkansas,14,Sep 2 - Sep 14,29.8
2,California,14,Sep 2 - Sep 14,27.6
2,Colorado,14,Sep 2 - Sep 14,22.7
2,Connecticut,14,Sep 2 - Sep 14,21.2
2,Delaware,14,Sep 2 - Sep 14,23.3
2,District of Columbia,14,Sep 2 - Sep 14,20.9
2,Florida,14,Sep 2 - Sep 14,25.3
2,Georgia,14,Sep 2 - Sep 14,23.2
2,Hawaii,14,Sep 2 - Sep 14,29.4
2,Idaho,14,Sep 2 - Sep 14,21.8
2,Illinois,14,Sep 2 - Sep 14,24.2
2,Indiana,14,Sep 2 - Sep 14,20.7
2,Iowa,14,Sep 2 - Sep 14,22.8
2,Kansas,14,Sep 2 - Sep 14,19.3
2,Kentucky,14,Sep 2 - Sep 14,30.1
2,Louisiana,14,Sep 2 - Sep 14,30.3
2,Maine,14,Sep 2 - Sep 14,20.4
2,Maryland,14,Sep 2 - Sep 14,23.3
2,Massachusetts,14,Sep 2 - Sep 14,20.5
2,Michigan,14,Sep 2 - Sep 14,23.4
2,Minnesota,14,Sep 2 - Sep 14,18.6
2,Mississippi,14,Sep 2 - Sep 14,28.4
2,Missouri,14,Sep 2 - Sep 14,21.8
2,Montana,14,Sep 2 - Sep 14,22.2
2,Nebraska,14,Sep 2 - Sep 14,21.7
2,Nevada,14,Sep 2 - Sep 14,27.1
2,New Hampshire,14,Sep 2 - Sep 14,22.1
2,New Jersey,14,Sep 2 - Sep 14,21.9
2,New Mexico,14,Sep 2 - Sep 14,27.5
2,New York,14,Sep 2 - Sep 14,25.1
2,North Carolina,14,Sep 2 - Sep 14,20.9
2,North Dakota,14,Sep 2 - Sep 14,17.4
2,Ohio,14,Sep 2 - Sep 14,25.4
2,Oklahoma,14,Sep 2 - Sep 14,26.5
2,Oregon,14,Sep 2 - Sep 14,26.7
2,Pennsylvania,14,Sep 2 - Sep 14,22.9
2,Rhode Island,14,Sep 2 - Sep 14,25.3
2,South Carolina,14,Sep 2 - Sep 14,22.9
2,South Dakota,14,Sep 2 - Sep 14,20.2
2,Tennessee,14,Sep 2 - Sep 14,24
2,Texas,14,Sep 2 - Sep 14,26.9
2,Utah,14,Sep 2 - Sep 14,22
2,Vermont,14,Sep 2 - Sep 14,19.6
2,Virginia,14,Sep 2 - Sep 14,22.4
2,Washington,14,Sep 2 - Sep 14,22.7
2,West Virginia,14,Sep 2 - Sep 14,26.9
2,Wisconsin,14,Sep 2 - Sep 14,19.3
2,Wyoming,14,Sep 2 - Sep 14,23.6
2,Alabama,15,Sep 16 - Sep 28,28.6
2,Alaska,15,Sep 16 - Sep 28,25.2
2,Arizona,15,Sep 16 - Sep 28,28.2
2,Arkansas,15,Sep 16 - Sep 28,23.1
2,California,15,Sep 16 - Sep 28,28.7
2,Colorado,15,Sep 16 - Sep 28,25.2
2,Connecticut,15,Sep 16 - Sep 28,19
2,Delaware,15,Sep 16 - Sep 28,18.3
2,District of Columbia,15,Sep 16 - Sep 28,27.5
2,Florida,15,Sep 16 - Sep 28,25.4
2,Georgia,15,Sep 16 - Sep 28,25
2,Hawaii,15,Sep 16 - Sep 28,24
2,Idaho,15,Sep 16 - Sep 28,22.8
2,Illinois,15,Sep 16 - Sep 28,23.9
2,Indiana,15,Sep 16 - Sep 28,24.5
2,Iowa,15,Sep 16 - Sep 28,25.5
2,Kansas,15,Sep 16 - Sep 28,22.9
2,Kentucky,15,Sep 16 - Sep 28,30.7
2,Louisiana,15,Sep 16 - Sep 28,29.6
2,Maine,15,Sep 16 - Sep 28,17.5
2,Maryland,15,Sep 16 - Sep 28,20.3
2,Massachusetts,15,Sep 16 - Sep 28,23.2
2,Michigan,15,Sep 16 - Sep 28,21
2,Minnesota,15,Sep 16 - Sep 28,17.4
2,Mississippi,15,Sep 16 - Sep 28,28.5
2,Missouri,15,Sep 16 - Sep 28,22.7
2,Montana,15,Sep 16 - Sep 28,24.4
2,Nebraska,15,Sep 16 - Sep 28,19.2
2,Nevada,15,Sep 16 - Sep 28,31.3
2,New Hampshire,15,Sep 16 - Sep 28,19
2,New Jersey,15,Sep 16 - Sep 28,23.7
2,New Mexico,15,Sep 16 - Sep 28,29.1
2,New York,15,Sep 16 - Sep 28,23.5
2,North Carolina,15,Sep 16 - Sep 28,21.5
2,North Dakota,15,Sep 16 - Sep 28,19
2,Ohio,15,Sep 16 - Sep 28,24.7
2,Oklahoma,15,Sep 16 - Sep 28,23.1
2,Oregon,15,Sep 16 - Sep 28,31.8
2,Pennsylvania,15,Sep 16 - Sep 28,24.1
2,Rhode Island,15,Sep 16 - Sep 28,23.4
2,South Carolina,15,Sep 16 - Sep 28,20.6
2,South Dakota,15,Sep 16 - Sep 28,17
2,Tennessee,15,Sep 16 - Sep 28,25.9
2,Texas,15,Sep 16 - Sep 28,28
2,Utah,15,Sep 16 - Sep 28,26.8
2,Vermont,15,Sep 16 - Sep 28,22.9
2,Virginia,15,Sep 16 - Sep 28,24.6
2,Washington,15,Sep 16 - Sep 28,25.7
2,West Virginia,15,Sep 16 - Sep 28,28
2,Wisconsin,15,Sep 16 - Sep 28,19.4
2,Wyoming,15,Sep 16 - Sep 28,22.4
2,Alabama,16,Sep 30 - Oct 12,25
2,Alaska,16,Sep 30 - Oct 12,27.1
2,Arizona,16,Sep 30 - Oct 12,25
2,Arkansas,16,Sep 30 - Oct 12,30.2
2,California,16,Sep 30 - Oct 12,29.4
2,Colorado,16,Sep 30 - Oct 12,23.8
2,Connecticut,16,Sep 30 - Oct 12,22.9
2,Delaware,16,Sep 30 - Oct 12,24.6
2,District of Columbia,16,Sep 30 - Oct 12,19.9
2,Florida,16,Sep 30 - Oct 12,26
2,Georgia,16,Sep 30 - Oct 12,23.9
2,Hawaii,16,Sep 30 - Oct 12,30.1
2,Idaho,16,Sep 30 - Oct 12,21
2,Illinois,16,Sep 30 - Oct 12,24.1
2,Indiana,16,Sep 30 - Oct 12,23.1
2,Iowa,16,Sep 30 - Oct 12,19.6
2,Kansas,16,Sep 30 - Oct 12,22.7
2,Kentucky,16,Sep 30 - Oct 12,31.5
2,Louisiana,16,Sep 30 - Oct 12,28.4
2,Maine,16,Sep 30 - Oct 12,24.4
2,Maryland,16,Sep 30 - Oct 12,24.4
2,Massachusetts,16,Sep 30 - Oct 12,22.5
2,Michigan,16,Sep 30 - Oct 12,25.6
2,Minnesota,16,Sep 30 - Oct 12,19.9
2,Mississippi,16,Sep 30 - Oct 12,25.1
2,Missouri,16,Sep 30 - Oct 12,25.5
2,Montana,16,Sep 30 - Oct 12,19.9
2,Nebraska,16,Sep 30 - Oct 12,20.9
2,Nevada,16,Sep 30 - Oct 12,29.2
2,New Hampshire,16,Sep 30 - Oct 12,19.8
2,New Jersey,16,Sep 30 - Oct 12,22.5
2,New Mexico,16,Sep 30 - Oct 12,26.1
2,New York,16,Sep 30 - Oct 12,23.3
2,North Carolina,16,Sep 30 - Oct 12,25.7
2,North Dakota,16,Sep 30 - Oct 12,16.6
2,Ohio,16,Sep 30 - Oct 12,25.5
2,Oklahoma,16,Sep 30 - Oct 12,27.2
2,Oregon,16,Sep 30 - Oct 12,24.9
2,Pennsylvania,16,Sep 30 - Oct 12,25.1
2,Rhode Island,16,Sep 30 - Oct 12,22.4
2,South Carolina,16,Sep 30 - Oct 12,20.3
2,South Dakota,16,Sep 30 - Oct 12,19
2,Tennessee,16,Sep 30 - Oct 12,24.5
2,Texas,16,Sep 30 - Oct 12,29
2,Utah,16,Sep 30 - Oct 12,23.5
2,Vermont,16,Sep 30 - Oct 12,30.1
2,Virginia,16,Sep 30 - Oct 12,23.1
2,Washington,16,Sep 30 - Oct 12,25.2
2,West Virginia,16,Sep 30 - Oct 12,27.5
2,Wisconsin,16,Sep 30 - Oct 12,21.6
2,Wyoming,16,Sep 30 - Oct 12,22.2
2,Alabama,17,Oct 14 - Oct 26,27.7
2,Alaska,17,Oct 14 - Oct 26,25.7
2,Arizona,17,Oct 14 - Oct 26,30.8
2,Arkansas,17,Oct 14 - Oct 26,27.3
2,California,17,Oct 14 - Oct 26,27.7
2,Colorado,17,Oct 14 - Oct 26,26.1
2,Connecticut,17,Oct 14 - Oct 26,21.8
2,Delaware,17,Oct 14 - Oct 26,23.3
2,District of Columbia,17,Oct 14 - Oct 26,26.2
2,Florida,17,Oct 14 - Oct 26,25.9
2,Georgia,17,Oct 14 - Oct 26,25.1
2,Hawaii,17,Oct 14 - Oct 26,27.5
2,Idaho,17,Oct 14 - Oct 26,25.9
2,Illinois,17,Oct 14 - Oct 26,24.2
2,Indiana,17,Oct 14 - Oct 26,27.2
2,Iowa,17,Oct 14 - Oct 26,22.4
2,Kansas,17,Oct 14 - Oct 26,26.2
2,Kentucky,17,Oct 14 - Oct 26,29.5
2,Louisiana,17,Oct 14 - Oct 26,31.6
2,Maine,17,Oct 14 - Oct 26,22.8
2,Maryland,17,Oct 14 - Oct 26,23.8
2,Massachusetts,17,Oct 14 - Oct 26,25.3
2,Michigan,17,Oct 14 - Oct 26,25.8
2,Minnesota,17,Oct 14 - Oct 26,19.3
2,Mississippi,17,Oct 14 - Oct 26,33.4
2,Missouri,17,Oct 14 - Oct 26,29.4
2,Montana,17,Oct 14 - Oct 26,20.1
2,Nebraska,17,Oct 14 - Oct 26,21.8
2,Nevada,17,Oct 14 - Oct 26,31
2,New Hampshire,17,Oct 14 - Oct 26,20.8
2,New Jersey,17,Oct 14 - Oct 26,23.4
2,New Mexico,17,Oct 14 - Oct 26,31.9
2,New York,17,Oct 14 - Oct 26,27
2,North Carolina,17,Oct 14 - Oct 26,21.4
2,North Dakota,17,Oct 14 - Oct 26,20.2
2,Ohio,17,Oct 14 - Oct 26,25
2,Oklahoma,17,Oct 14 - Oct 26,25.9
2,Oregon,17,Oct 14 - Oct 26,26.9
2,Pennsylvania,17,Oct 14 - Oct 26,22.2
2,Rhode Island,17,Oct 14 - Oct 26,24
2,South Carolina,17,Oct 14 - Oct 26,25.1
2,South Dakota,17,Oct 14 - Oct 26,19.7
2,Tennessee,17,Oct 14 - Oct 26,23.9
2,Texas,17,Oct 14 - Oct 26,29.4
2,Utah,17,Oct 14 - Oct 26,22.4
2,Vermont,17,Oct 14 - Oct 26,21.5
2,Virginia,17,Oct 14 - Oct 26,23.8
2,Washington,17,Oct 14 - Oct 26,28.4
2,West Virginia,17,Oct 14 - Oct 26,25.2
2,Wisconsin,17,Oct 14 - Oct 26,22.7
2,Wyoming,17,Oct 14 - Oct 26,20.8
